Time,num_cumulative_hospitalizations
85,38191
85.25,38195
85.5,38200
85.75,38207
86,38211
86.25,38214
86.5,38219
86.75,38228
87,38235
87.25,38238
87.5,38241
87.75,38248
88,38256
88.25,38263
88.5,38267
88.75,38271
89,38277
89.25,38281
89.5,38284
89.75,38287
90,38291
90.25,38297
90.5,38299
90.75,38301
91,38303
91.25,38308
91.5,38310
91.75,38311
92,38313
92.25,38317
92.5,38321
92.75,38324
93,38326
93.25,38329
93.5,38332
93.75,38332
94,38333
94.25,38334
94.5,38334
94.75,38337
95,38340
95.25,38341
95.5,38341
95.75,38343
96,38343
96.25,38345
96.5,38347
96.75,38347
97,38347
97.25,38348
97.5,38349
97.75,38349
98,38349
98.25,38350
98.5,38351
98.75,38351
99,38352
99.25,38353
99.5,38354
99.75,38355
100,38357
100.25,38357
100.5,38358
100.75,38358
101,38359
101.25,38359
101.5,38359
101.75,38360
102,38360
102.25,38361
102.5,38362
102.75,38363
103,38363
103.25,38364
103.5,38364
103.75,38364
104,38364
104.25,38364
104.5,38365
104.75,38365
105,38366
105.25,38366
105.5,38367
105.75,38367
106,38368
106.25,38369
106.5,38369
106.75,38369
107,38369
107.25,38370
107.5,38370
107.75,38370
108,38371
108.25,38371
108.5,38371
108.75,38371
109,38371
109.25,38371
109.5,38372
109.75,38372
110,38372
110.25,38372
110.5,38372
110.75,38372
111,38372
111.25,38372
111.5,38372
111.75,38372
112,38372
112.25,38372
112.5,38372
112.75,38372
113,38372
113.25,38373
113.5,38373
113.75,38373
114,38373
114.25,38373
114.5,38373
114.75,38373
115,38373
115.25,38373
115.5,38373
115.75,38373
116,38373
116.25,38373
116.5,38373
116.75,38373
117,38373
117.25,38373
117.5,38373
117.75,38374
118,38374
118.25,38374
118.5,38374
118.75,38374
119,38374
119.25,38374
119.5,38374
119.75,38374
120,38374
120.25,38374
120.5,38374
120.75,38374
121,38374
121.25,38374
121.5,38374
121.75,38374
122,38374
122.25,38374
122.5,38374
122.75,38374
123,38374
123.25,38374
123.5,38374
123.75,38374
124,38374
124.25,38374
124.5,38374
124.75,38374
125,38374
125.25,38374
125.5,38374
125.75,38374
126,38374
126.25,38374
126.5,38374
126.75,38374
127,38374
127.25,38374
127.5,38374
127.75,38374
128,38374
128.25,38374
128.5,38374
128.75,38375
129,38375
129.25,38375
129.5,38375
129.75,38375
130,38375
130.25,38375
130.5,38375
130.75,38375
131,38375
131.25,38375
131.5,38375
131.75,38375
132,38375
132.25,38375
132.5,38375
132.75,38375
133,38375
133.25,38375
133.5,38375
133.75,38375
134,38375
134.25,38375
134.5,38375
134.75,38375
135,38375
135.25,38375
135.5,38375
135.75,38375
136,38375
136.25,38375
136.5,38375
136.75,38375
137,38375
137.25,38375
137.5,38375
137.75,38375
138,38375
138.25,38375
138.5,38375
138.75,38375
139,38375
139.25,38375
139.5,38375
139.75,38375
140,38375
140.25,38375
140.5,38375
140.75,38375
141,38375
141.25,38375
141.5,38375
141.75,38375
142,38375
142.25,38375
142.5,38375
142.75,38375
143,38375
143.25,38375
143.5,38375
143.75,38375
144,38375
144.25,38375
144.5,38375
144.75,38375
145,38375
145.25,38375
145.5,38375
145.75,38375
146,38375
146.25,38375
146.5,38375
146.75,38375
147,38375
147.25,38375
147.5,38375
147.75,38375
148,38375
148.25,38375
148.5,38375
148.75,38375
149,38375
149.25,38375
149.5,38375
149.75,38375
150,38375
150.25,38375
150.5,38375
150.75,38375
151,38375
151.25,38375
151.5,38375
151.75,38375
152,38375
152.25,38375
152.5,38375
152.75,38375
153,38375
153.25,38375
153.5,38375
153.75,38375
154,38375
154.25,38375
154.5,38375
154.75,38375
155,38375
155.25,38375
155.5,38375
155.75,38375
156,38375
156.25,38375
156.5,38375
156.75,38375
157,38375
157.25,38375
157.5,38375
157.75,38375
158,38375
158.25,38375
158.5,38375
158.75,38375
159,38375
159.25,38375
159.5,38375
159.75,38375
160,38375
160.25,38375
160.5,38375
160.75,38375
161,38375
161.25,38375
161.5,38375
161.75,38375
162,38375
162.25,38375
162.5,38375
162.75,38375
163,38375
163.25,38375
163.5,38375
163.75,38375
164,38375
164.25,38375
164.5,38375
164.75,38375
165,38375
165.25,38375
165.5,38375
165.75,38375
166,38375
166.25,38375
166.5,38375
166.75,38375
167,38375
167.25,38375
167.5,38375
167.75,38375
168,38375
168.25,38375
168.5,38375
168.75,38375
169,38375
169.25,38375
169.5,38375
169.75,38375
170,38375
170.25,38375
170.5,38375
170.75,38375
171,38375
171.25,38375
171.5,38375
171.75,38375
172,38375
172.25,38375
172.5,38375
172.75,38375
173,38375
173.25,38375
173.5,38375
173.75,38375
174,38375
174.25,38375
174.5,38375
174.75,38375
175,38375
175.25,38375
175.5,38375
175.75,38375
176,38375
176.25,38375
176.5,38375
176.75,38375
177,38375
177.25,38375
177.5,38375
177.75,38375
178,38375
178.25,38375
178.5,38375
178.75,38375
179,38375
179.25,38375
179.5,38375
179.75,38375
180,38375
180.25,38375
180.5,38375
180.75,38375
181,38375
181.25,38375
181.5,38375
181.75,38375
182,38375
182.25,38375
182.5,38375
182.75,38375
183,38375
183.25,38375
183.5,38375
183.75,38375
184,38375
184.25,38375
184.5,38375
184.75,38375
185,38375
185.25,38375
185.5,38375
185.75,38375
186,38375
186.25,38375
186.5,38375
186.75,38375
187,38375
187.25,38375
187.5,38375
187.75,38375
188,38375
188.25,38375
188.5,38375
188.75,38375
189,38375
189.25,38375
189.5,38375
189.75,38375
190,38375
190.25,38375
190.5,38375
190.75,38375
191,38375
191.25,38375
191.5,38375
191.75,38375
192,38375
192.25,38375
192.5,38375
192.75,38375
193,38375
193.25,38375
193.5,38375
193.75,38375
194,38375
194.25,38375
194.5,38375
194.75,38375
195,38375
195.25,38375
195.5,38375
195.75,38375
196,38375
196.25,38375
196.5,38375
196.75,38375
197,38375
197.25,38375
197.5,38375
197.75,38375
198,38375
198.25,38375
198.5,38375
198.75,38375
199,38375
199.25,38375
199.5,38375
199.75,38375
200,38375
200.25,38375
200.5,38375
200.75,38375
201,38375
201.25,38375
201.5,38375
201.75,38375
202,38375
202.25,38375
202.5,38375
202.75,38375
203,38375
203.25,38375
203.5,38375
203.75,38375
204,38375
204.25,38375
204.5,38375
204.75,38375
205,38375
205.25,38375
205.5,38375
205.75,38375
206,38375
206.25,38375
206.5,38375
206.75,38375
207,38375
207.25,38375
207.5,38375
207.75,38375
208,38375
208.25,38375
208.5,38375
208.75,38375
209,38375
209.25,38375
209.5,38375
209.75,38375
210,38375
210.25,38375
210.5,38375
210.75,38375
211,38375
211.25,38375
211.5,38375
211.75,38375
212,38375
212.25,38375
212.5,38375
212.75,38375
213,38375
213.25,38375
213.5,38375
213.75,38375
214,38375
214.25,38375
214.5,38375
214.75,38375
215,38375
215.25,38375
215.5,38375
215.75,38375
216,38375
216.25,38375
216.5,38375
216.75,38375
217,38375
217.25,38375
217.5,38375
217.75,38375
218,38375
218.25,38375
218.5,38375
218.75,38375
219,38375
219.25,38375
219.5,38375
219.75,38375
220,38375
220.25,38375
220.5,38375
220.75,38375
221,38375
221.25,38375
221.5,38375
221.75,38375
222,38375
222.25,38375
222.5,38375
222.75,38375
223,38375
223.25,38375
223.5,38375
223.75,38375
224,38375
224.25,38375
224.5,38375
224.75,38375
225,38375
225.25,38375
225.5,38375
225.75,38375
226,38375
226.25,38375
226.5,38375
226.75,38375
227,38375
227.25,38375
227.5,38375
227.75,38375
228,38375
228.25,38375
228.5,38375
228.75,38375
229,38375
229.25,38375
229.5,38375
229.75,38375
230,38375
230.25,38375
230.5,38375
230.75,38375
231,38375
231.25,38375
231.5,38375
231.75,38375
232,38375
232.25,38375
232.5,38375
232.75,38375
233,38375
233.25,38375
233.5,38375
233.75,38375
234,38375
234.25,38375
234.5,38375
234.75,38375
235,38375
235.25,38375
235.5,38375
235.75,38375
236,38375
236.25,38375
236.5,38375
236.75,38375
237,38375
237.25,38375
237.5,38375
237.75,38375
238,38375
238.25,38375
238.5,38375
238.75,38375
239,38375
239.25,38375
239.5,38375
239.75,38375
240,38375
240.25,38375
240.5,38375
240.75,38375
241,38375
241.25,38375
241.5,38375
241.75,38375
242,38375
242.25,38375
242.5,38375
242.75,38375
243,38375
243.25,38375
243.5,38375
243.75,38375
244,38375
244.25,38375
244.5,38375
244.75,38375
245,38375
245.25,38375
245.5,38375
245.75,38375
246,38375
246.25,38375
246.5,38375
246.75,38375
247,38375
247.25,38375
247.5,38375
247.75,38375
248,38375
248.25,38375
248.5,38375
248.75,38375
249,38375
249.25,38375
249.5,38375
249.75,38375
250,38375
250.25,38375
250.5,38375
250.75,38375
251,38375
251.25,38375
251.5,38375
251.75,38375
252,38375
252.25,38375
252.5,38375
252.75,38375
253,38375
253.25,38375
253.5,38375
253.75,38375
254,38375
254.25,38375
254.5,38375
254.75,38375
255,38375
255.25,38375
255.5,38375
255.75,38375
256,38375
256.25,38375
256.5,38375
256.75,38375
257,38375
257.25,38375
257.5,38375
257.75,38375
258,38375
258.25,38375
258.5,38375
258.75,38375
259,38375
259.25,38375
259.5,38375
259.75,38375
260,38375
260.25,38375
260.5,38375
260.75,38375
261,38375
261.25,38375
261.5,38375
261.75,38375
262,38375
262.25,38375
262.5,38375
262.75,38375
263,38375
263.25,38375
263.5,38375
263.75,38375
264,38375
264.25,38375
264.5,38375
264.75,38375
265,38375
265.25,38375
265.5,38375
265.75,38375
266,38375
266.25,38375
266.5,38375
266.75,38375
267,38375
267.25,38375
267.5,38375
267.75,38375
268,38375
268.25,38375
268.5,38375
268.75,38375
269,38375
269.25,38375
269.5,38375
269.75,38375
270,38375
270.25,38375
270.5,38375
270.75,38375
271,38375
271.25,38375
271.5,38375
271.75,38375
272,38375
272.25,38375
272.5,38375
272.75,38375
273,38375
273.25,38375
273.5,38375
273.75,38375
274,38375
274.25,38375
274.5,38375
274.75,38375
275,38375
275.25,38375
275.5,38375
275.75,38375
276,38375
276.25,38375
276.5,38375
276.75,38375
277,38375
277.25,38375
277.5,38375
277.75,38375
278,38375
278.25,38375
278.5,38375
278.75,38375
279,38375
279.25,38375
279.5,38375
279.75,38375
280,38375
280.25,38375
280.5,38375
280.75,38375
281,38375
281.25,38375
281.5,38375
281.75,38375
282,38375
282.25,38375
282.5,38375
282.75,38375
283,38375
283.25,38375
283.5,38375
283.75,38375
284,38375
284.25,38375
284.5,38375
284.75,38375
285,38375
285.25,38375
285.5,38375
285.75,38375
286,38375
286.25,38375
286.5,38375
286.75,38375
287,38375
287.25,38375
287.5,38375
287.75,38375
288,38375
288.25,38375
288.5,38375
288.75,38375
289,38375
289.25,38375
289.5,38375
289.75,38375
290,38375
290.25,38375
290.5,38375
290.75,38375
291,38375
291.25,38375
291.5,38375
291.75,38375
292,38375
292.25,38375
292.5,38375
292.75,38375
293,38375
293.25,38375
293.5,38375
293.75,38375
294,38375
294.25,38375
294.5,38375
294.75,38375
295,38375
295.25,38375
295.5,38375
295.75,38375
296,38375
296.25,38375
296.5,38375
296.75,38375
297,38375
297.25,38375
297.5,38375
297.75,38375
298,38375
298.25,38375
298.5,38375
298.75,38375
299,38375
299.25,38375
299.5,38375
299.75,38375
300,38375
300.25,38375
300.5,38375
300.75,38375
301,38375
301.25,38375
301.5,38375
301.75,38375
302,38375
302.25,38375
302.5,38375
302.75,38375
303,38375
303.25,38375
303.5,38375
303.75,38375
304,38375
304.25,38375
304.5,38375
304.75,38375
305,38375
305.25,38375
305.5,38375
305.75,38375
306,38375
306.25,38375
306.5,38375
306.75,38375
307,38375
307.25,38375
307.5,38375
307.75,38375
308,38375
308.25,38375
308.5,38375
308.75,38375
309,38375
309.25,38375
309.5,38375
309.75,38375
310,38375
310.25,38375
310.5,38375
310.75,38375
311,38375
311.25,38375
311.5,38375
311.75,38375
312,38375
312.25,38375
312.5,38375
312.75,38375
313,38375
313.25,38375
313.5,38375
313.75,38375
314,38375
314.25,38375
314.5,38375
314.75,38375
315,38375
315.25,38375
315.5,38375
315.75,38375
316,38375
316.25,38375
316.5,38375
316.75,38375
317,38375
317.25,38375
317.5,38375
317.75,38375
318,38375
318.25,38375
318.5,38375
318.75,38375
319,38375
319.25,38375
319.5,38375
319.75,38375
320,38375
320.25,38375
320.5,38375
320.75,38375
321,38375
321.25,38375
321.5,38375
321.75,38375
322,38375
322.25,38375
322.5,38375
322.75,38375
323,38375
323.25,38375
323.5,38375
323.75,38375
324,38375
324.25,38375
324.5,38375
324.75,38375
325,38375
325.25,38375
325.5,38375
325.75,38375
326,38375
326.25,38375
326.5,38375
326.75,38375
327,38375
327.25,38375
327.5,38375
327.75,38375
328,38375
328.25,38375
328.5,38375
328.75,38375
329,38375
329.25,38375
329.5,38375
329.75,38375
330,38375
330.25,38375
330.5,38375
330.75,38375
331,38375
331.25,38375
331.5,38375
331.75,38375
332,38375
332.25,38375
332.5,38375
332.75,38375
333,38375
333.25,38375
333.5,38375
333.75,38375
334,38375
334.25,38375
334.5,38375
334.75,38375
335,38375
335.25,38375
335.5,38375
335.75,38375
336,38375
336.25,38375
336.5,38375
336.75,38375
337,38375
337.25,38375
337.5,38375
337.75,38375
338,38375
338.25,38375
338.5,38375
338.75,38375
339,38375
339.25,38375
339.5,38375
339.75,38375
340,38375
340.25,38375
340.5,38375
340.75,38375
341,38375
341.25,38375
341.5,38375
341.75,38375
342,38375
342.25,38375
342.5,38375
342.75,38375
343,38375
343.25,38375
343.5,38375
343.75,38375
344,38375
344.25,38375
344.5,38375
344.75,38375
345,38375
345.25,38375
345.5,38375
345.75,38375
346,38375
346.25,38375
346.5,38375
346.75,38375
347,38375
347.25,38375
347.5,38375
347.75,38375
348,38375
348.25,38375
348.5,38375
348.75,38375
349,38375
349.25,38375
349.5,38375
349.75,38375
350,38375
350.25,38375
350.5,38375
350.75,38375
351,38375
351.25,38375
351.5,38375
351.75,38375
352,38375
352.25,38375
352.5,38375
352.75,38375
353,38375
353.25,38375
353.5,38375
353.75,38375
354,38375
354.25,38375
354.5,38375
354.75,38375
355,38375
355.25,38375
355.5,38375
355.75,38375
356,38375
356.25,38375
356.5,38375
356.75,38375
357,38375
357.25,38375
357.5,38375
357.75,38375
358,38375
358.25,38375
358.5,38375
358.75,38375
359,38375
359.25,38375
359.5,38375
359.75,38375
360,38375
360.25,38375
360.5,38375
360.75,38375
361,38375
361.25,38375
361.5,38375
361.75,38375
362,38375
362.25,38375
362.5,38375
362.75,38375
363,38375
363.25,38375
363.5,38375
363.75,38375
364,38375
364.25,38375
364.5,38375
364.75,38375
365,38375
365.25,38375
365.5,38375
365.75,38375
366,38375
366.25,38375
366.5,38375
366.75,38375
367,38375
367.25,38375
367.5,38375
367.75,38375
368,38375
368.25,38375
368.5,38375
368.75,38375
369,38375
369.25,38375
369.5,38375
369.75,38375
370,38375
370.25,38375
370.5,38375
370.75,38375
371,38375
371.25,38375
371.5,38375
371.75,38375
372,38375
372.25,38375
372.5,38375
372.75,38375
373,38375
373.25,38375
373.5,38375
373.75,38375
374,38375
374.25,38375
374.5,38375
374.75,38375
375,38375
375.25,38375
375.5,38375
375.75,38375
376,38375
376.25,38375
376.5,38375
376.75,38375
377,38375
377.25,38375
377.5,38375
377.75,38375
378,38375
378.25,38375
378.5,38375
378.75,38375
379,38375
379.25,38375
379.5,38375
379.75,38375
380,38375
380.25,38375
380.5,38375
380.75,38375
381,38375
381.25,38375
381.5,38375
381.75,38375
382,38375
382.25,38375
382.5,38375
382.75,38375
383,38375
383.25,38375
383.5,38375
383.75,38375
384,38375
384.25,38375
384.5,38375
384.75,38375
385,38375
385.25,38375
385.5,38375
385.75,38375
386,38375
386.25,38375
386.5,38375
386.75,38375
387,38375
387.25,38375
387.5,38375
387.75,38375
388,38375
388.25,38375
388.5,38375
388.75,38375
389,38375
389.25,38375
389.5,38375
389.75,38375
390,38375
390.25,38375
390.5,38375
390.75,38375
391,38375
391.25,38375
391.5,38375
391.75,38375
392,38375
392.25,38375
392.5,38375
392.75,38375
393,38375
393.25,38375
393.5,38375
393.75,38375
394,38375
394.25,38375
394.5,38375
394.75,38375
395,38375
395.25,38375
395.5,38375
395.75,38375
396,38375
396.25,38375
396.5,38375
396.75,38375
397,38375
397.25,38375
397.5,38375
397.75,38375
398,38375
398.25,38375
398.5,38375
398.75,38375
399,38375
399.25,38375
399.5,38375
399.75,38375
400,38375
400.25,38375
400.5,38375
400.75,38375
401,38375
401.25,38375
401.5,38375
401.75,38375
402,38375
402.25,38375
402.5,38375
402.75,38375
403,38375
403.25,38375
403.5,38375
403.75,38375
404,38375
404.25,38375
404.5,38375
404.75,38375
405,38375
405.25,38375
405.5,38375
405.75,38375
406,38375
406.25,38375
406.5,38375
406.75,38375
407,38375
407.25,38375
407.5,38375
407.75,38375
408,38375
408.25,38375
408.5,38375
408.75,38375
409,38375
409.25,38375
409.5,38375
409.75,38375
410,38375
410.25,38375
410.5,38375
410.75,38375
411,38375
411.25,38375
411.5,38375
411.75,38375
412,38375
412.25,38375
412.5,38375
412.75,38375
413,38375
413.25,38375
413.5,38375
413.75,38375
414,38375
414.25,38375
414.5,38375
414.75,38375
415,38375
415.25,38375
415.5,38375
415.75,38375
416,38375
416.25,38375
416.5,38375
416.75,38375
417,38375
417.25,38375
417.5,38375
417.75,38375
418,38375
418.25,38375
418.5,38375
418.75,38375
419,38375
419.25,38375
419.5,38375
419.75,38375
420,38375
420.25,38375
420.5,38375
420.75,38375
421,38375
421.25,38375
421.5,38375
421.75,38375
422,38375
422.25,38375
422.5,38375
422.75,38375
423,38375
423.25,38375
423.5,38375
423.75,38375
424,38375
424.25,38375
424.5,38375
424.75,38375
425,38375
425.25,38375
425.5,38375
425.75,38375
426,38375
426.25,38375
426.5,38375
426.75,38375
427,38375
427.25,38375
427.5,38375
427.75,38375
428,38375
428.25,38375
428.5,38375
428.75,38375
429,38375
429.25,38375
429.5,38375
429.75,38375
430,38375
430.25,38375
430.5,38375
430.75,38375
431,38375
431.25,38375
431.5,38375
431.75,38375
432,38375
432.25,38375
432.5,38375
432.75,38375
433,38375
433.25,38375
433.5,38375
433.75,38375
434,38375
434.25,38375
434.5,38375
434.75,38375
435,38375
435.25,38375
435.5,38375
435.75,38375
436,38375
436.25,38375
436.5,38375
436.75,38375
437,38375
437.25,38375
437.5,38375
437.75,38375
438,38375
438.25,38375
438.5,38375
438.75,38375
439,38375
439.25,38375
439.5,38375
439.75,38375
440,38375
440.25,38375
440.5,38375
440.75,38375
441,38375
441.25,38375
441.5,38375
441.75,38375
442,38375
442.25,38375
442.5,38375
442.75,38375
443,38375
443.25,38375
443.5,38375
443.75,38375
444,38375
444.25,38375
444.5,38375
444.75,38375
445,38375
445.25,38375
445.5,38375
445.75,38375
446,38375
446.25,38375
446.5,38375
446.75,38375
447,38375
447.25,38375
447.5,38375
447.75,38375
448,38375
448.25,38375
448.5,38375
448.75,38375
449,38375
449.25,38375
449.5,38375
449.75,38375
450,38375
450.25,38375
450.5,38375
450.75,38375
451,38375
451.25,38375
451.5,38375
451.75,38375
452,38375
452.25,38375
452.5,38375
452.75,38375
453,38375
453.25,38375
453.5,38375
453.75,38375
454,38375
454.25,38375
454.5,38375
454.75,38375
455,38375
455.25,38375
455.5,38375
455.75,38375
456,38375
456.25,38375
456.5,38375
456.75,38375
457,38375
457.25,38375
457.5,38375
457.75,38375
458,38375
458.25,38375
458.5,38375
458.75,38375
459,38375
459.25,38375
459.5,38375
459.75,38375
460,38375
460.25,38375
460.5,38375
460.75,38375
461,38375
461.25,38375
461.5,38375
461.75,38375
462,38375
462.25,38375
462.5,38375
462.75,38375
463,38375
463.25,38375
463.5,38375
463.75,38375
464,38375
464.25,38375
464.5,38375
464.75,38375
465,38375
465.25,38375
465.5,38375
465.75,38375
466,38375
466.25,38375
466.5,38375
466.75,38375
467,38375
467.25,38375
467.5,38375
467.75,38375
468,38375
468.25,38375
468.5,38375
468.75,38375
469,38375
469.25,38375
469.5,38375
469.75,38375
470,38375
470.25,38375
470.5,38375
470.75,38375
471,38375
471.25,38375
471.5,38375
471.75,38375
472,38375
472.25,38375
472.5,38375
472.75,38375
473,38375
473.25,38375
473.5,38375
473.75,38375
474,38375
474.25,38375
474.5,38375
474.75,38375
475,38375
475.25,38375
475.5,38375
475.75,38375
476,38375
476.25,38375
476.5,38375
476.75,38375
477,38375
477.25,38375
477.5,38375
477.75,38375
478,38375
478.25,38375
478.5,38375
478.75,38375
479,38375
479.25,38375
479.5,38375
479.75,38375
480,38375
480.25,38375
480.5,38375
480.75,38375
481,38375
481.25,38375
481.5,38375
481.75,38375
482,38375
482.25,38375
482.5,38375
482.75,38375
483,38375
483.25,38375
483.5,38375
483.75,38375
484,38375
484.25,38375
484.5,38375
484.75,38375
485,38375
485.25,38375
485.5,38375
485.75,38375
486,38375
486.25,38375
486.5,38375
486.75,38375
487,38375
487.25,38375
487.5,38375
487.75,38375
488,38375
488.25,38375
488.5,38375
488.75,38375
489,38375
489.25,38375
489.5,38375
489.75,38375
490,38375
490.25,38375
490.5,38375
490.75,38375
491,38375
491.25,38375
491.5,38375
491.75,38375
492,38375
492.25,38375
492.5,38375
492.75,38375
493,38375
493.25,38375
493.5,38375
493.75,38375
494,38375
494.25,38375
494.5,38375
494.75,38375
495,38375
495.25,38375
495.5,38375
495.75,38375
496,38375
496.25,38375
496.5,38375
496.75,38375
497,38375
497.25,38375
497.5,38375
497.75,38375
498,38375
498.25,38375
498.5,38375
498.75,38375
499,38375
499.25,38375
499.5,38375
499.75,38375
500,38375
500.25,38375
500.5,38375
500.75,38375
501,38375
501.25,38375
501.5,38375
501.75,38375
502,38375
502.25,38375
502.5,38375
502.75,38375
503,38375
503.25,38375
503.5,38375
503.75,38375
504,38375
504.25,38375
504.5,38375
504.75,38375
505,38375
505.25,38375
505.5,38375
505.75,38375
506,38375
506.25,38375
506.5,38375
506.75,38375
507,38375
507.25,38375
507.5,38375
507.75,38375
508,38375
508.25,38375
508.5,38375
508.75,38375
509,38375
509.25,38375
509.5,38375
509.75,38375
510,38375
510.25,38375
510.5,38375
510.75,38375
511,38375
511.25,38375
511.5,38375
511.75,38375
512,38375
512.25,38375
512.5,38375
512.75,38375
513,38375
513.25,38375
513.5,38375
513.75,38375
514,38375
514.25,38375
514.5,38375
514.75,38375
515,38375
515.25,38375
515.5,38375
515.75,38375
516,38375
516.25,38375
516.5,38375
516.75,38375
517,38375
517.25,38375
517.5,38375
517.75,38375
518,38375
518.25,38375
518.5,38375
518.75,38375
519,38375
519.25,38375
519.5,38375
519.75,38375
520,38375
520.25,38375
520.5,38375
520.75,38375
521,38375
521.25,38375
521.5,38375
521.75,38375
522,38375
522.25,38375
522.5,38375
522.75,38375
523,38375
523.25,38375
523.5,38375
523.75,38375
524,38375
524.25,38375
524.5,38375
524.75,38375
525,38375
525.25,38375
525.5,38375
525.75,38375
526,38375
526.25,38375
526.5,38375
526.75,38375
527,38375
527.25,38375
527.5,38375
527.75,38375
528,38375
528.25,38375
528.5,38375
528.75,38375
529,38375
529.25,38375
529.5,38375
529.75,38375
530,38375
530.25,38375
530.5,38375
530.75,38375
531,38375
531.25,38375
531.5,38375
531.75,38375
532,38375
532.25,38375
532.5,38375
532.75,38375
533,38375
533.25,38375
533.5,38375
533.75,38375
534,38375
534.25,38375
534.5,38375
534.75,38375
535,38375
535.25,38375
535.5,38375
535.75,38375
536,38375
536.25,38375
536.5,38375
536.75,38375
537,38375
537.25,38375
537.5,38375
537.75,38375
538,38375
538.25,38375
538.5,38375
538.75,38375
539,38375
539.25,38375
539.5,38375
539.75,38375
540,38375
540.25,38375
540.5,38375
540.75,38375
541,38375
541.25,38375
541.5,38375
541.75,38375
