Time,num_cumulative_hospitalizations
542,38375
542.25,38375
542.5,38375
542.75,38375
543,38375
543.25,38375
543.5,38375
543.75,38375
544,38375
544.25,38375
544.5,38375
544.75,38375
545,38375
545.25,38375
545.5,38375
545.75,38375
546,38375
546.25,38375
546.5,38375
546.75,38375
547,38375
547.25,38375
547.5,38375
547.75,38375
548,38375
548.25,38375
548.5,38375
548.75,38375
549,38375
549.25,38375
549.5,38375
549.75,38375
550,38375
550.25,38375
550.5,38375
550.75,38375
551,38375
551.25,38375
551.5,38375
551.75,38375
552,38375
552.25,38375
552.5,38375
552.75,38375
553,38375
553.25,38375
553.5,38375
553.75,38375
554,38375
554.25,38375
554.5,38375
554.75,38375
555,38375
555.25,38375
555.5,38375
555.75,38375
556,38375
556.25,38375
556.5,38375
556.75,38375
557,38375
557.25,38375
557.5,38375
557.75,38375
558,38375
558.25,38375
558.5,38375
558.75,38375
559,38375
559.25,38375
559.5,38375
559.75,38375
560,38375
560.25,38375
560.5,38375
560.75,38375
561,38375
561.25,38375
561.5,38375
561.75,38375
562,38375
562.25,38375
562.5,38375
562.75,38375
563,38375
563.25,38375
563.5,38375
563.75,38375
564,38375
564.25,38375
564.5,38375
564.75,38375
565,38375
565.25,38375
565.5,38375
565.75,38375
566,38375
566.25,38375
566.5,38375
566.75,38375
567,38375
567.25,38375
567.5,38375
567.75,38375
568,38375
568.25,38375
568.5,38375
568.75,38375
569,38375
569.25,38375
569.5,38375
569.75,38375
570,38375
570.25,38375
570.5,38375
570.75,38375
571,38375
571.25,38375
571.5,38375
571.75,38375
572,38375
572.25,38375
572.5,38375
572.75,38375
573,38375
573.25,38375
573.5,38375
573.75,38375
574,38375
574.25,38375
574.5,38375
574.75,38375
575,38375
575.25,38375
575.5,38375
575.75,38375
576,38375
576.25,38375
576.5,38375
576.75,38375
577,38375
577.25,38375
577.5,38375
577.75,38375
578,38375
578.25,38375
578.5,38375
578.75,38375
579,38375
579.25,38375
579.5,38375
579.75,38375
580,38375
580.25,38375
580.5,38375
580.75,38375
581,38375
581.25,38375
581.5,38375
581.75,38375
582,38375
582.25,38375
582.5,38375
582.75,38375
583,38375
583.25,38375
583.5,38375
583.75,38375
584,38375
584.25,38375
584.5,38375
584.75,38375
585,38375
585.25,38375
585.5,38375
585.75,38375
586,38375
586.25,38375
586.5,38375
586.75,38375
587,38375
587.25,38375
587.5,38375
587.75,38375
588,38375
588.25,38375
588.5,38375
588.75,38375
589,38375
589.25,38375
589.5,38375
589.75,38375
590,38375
590.25,38375
590.5,38375
590.75,38375
591,38375
591.25,38375
591.5,38375
591.75,38375
592,38375
592.25,38375
592.5,38375
592.75,38375
593,38375
593.25,38375
593.5,38375
593.75,38375
594,38375
594.25,38375
594.5,38375
594.75,38375
595,38375
595.25,38375
595.5,38375
595.75,38375
596,38375
596.25,38375
596.5,38375
596.75,38375
597,38375
597.25,38375
597.5,38375
597.75,38375
598,38375
598.25,38375
598.5,38375
598.75,38375
599,38375
599.25,38375
599.5,38375
599.75,38375
600,38375
600.25,38375
600.5,38375
600.75,38375
601,38375
601.25,38375
601.5,38375
601.75,38375
602,38375
602.25,38375
602.5,38375
602.75,38375
603,38375
603.25,38375
603.5,38375
603.75,38375
604,38375
604.25,38375
604.5,38375
604.75,38375
605,38375
605.25,38375
605.5,38375
605.75,38375
606,38375
606.25,38375
606.5,38375
606.75,38375
607,38375
607.25,38375
607.5,38375
607.75,38375
608,38375
608.25,38375
608.5,38375
608.75,38375
609,38375
609.25,38375
609.5,38375
609.75,38375
610,38375
610.25,38375
610.5,38375
610.75,38375
611,38375
611.25,38375
611.5,38375
611.75,38375
612,38375
612.25,38375
612.5,38375
612.75,38375
613,38375
613.25,38375
613.5,38375
613.75,38375
614,38375
614.25,38375
614.5,38375
614.75,38375
615,38375
615.25,38375
615.5,38375
615.75,38375
616,38375
616.25,38375
616.5,38375
616.75,38375
617,38375
617.25,38375
617.5,38375
617.75,38375
618,38375
618.25,38375
618.5,38375
618.75,38375
619,38375
619.25,38375
619.5,38375
619.75,38375
620,38375
620.25,38375
620.5,38375
620.75,38375
621,38375
621.25,38375
621.5,38375
621.75,38375
622,38375
622.25,38375
622.5,38375
622.75,38375
623,38375
623.25,38375
623.5,38375
623.75,38375
624,38375
624.25,38375
624.5,38375
624.75,38375
625,38375
625.25,38375
625.5,38375
625.75,38375
626,38375
626.25,38375
626.5,38375
626.75,38375
627,38375
627.25,38375
627.5,38375
627.75,38375
628,38375
628.25,38375
628.5,38375
628.75,38375
629,38375
629.25,38375
629.5,38375
629.75,38375
630,38375
630.25,38375
630.5,38375
630.75,38375
631,38375
631.25,38375
631.5,38375
631.75,38375
632,38375
632.25,38375
632.5,38375
632.75,38375
633,38375
633.25,38375
633.5,38375
633.75,38375
634,38375
634.25,38375
634.5,38375
634.75,38375
635,38375
635.25,38375
635.5,38375
635.75,38375
636,38375
636.25,38375
636.5,38375
636.75,38375
637,38375
637.25,38375
637.5,38375
637.75,38375
638,38375
638.25,38375
638.5,38375
638.75,38375
639,38375
639.25,38375
639.5,38375
639.75,38375
640,38375
640.25,38375
640.5,38375
640.75,38375
641,38375
641.25,38375
641.5,38375
641.75,38375
642,38375
642.25,38375
642.5,38375
642.75,38375
643,38375
643.25,38375
643.5,38375
643.75,38375
644,38375
644.25,38375
644.5,38375
644.75,38375
645,38375
645.25,38375
645.5,38375
645.75,38375
646,38375
646.25,38375
646.5,38375
646.75,38375
647,38375
647.25,38375
647.5,38375
647.75,38375
648,38375
648.25,38375
648.5,38375
648.75,38375
649,38375
649.25,38375
649.5,38375
649.75,38375
650,38375
650.25,38375
650.5,38375
650.75,38375
651,38375
651.25,38375
651.5,38375
651.75,38375
652,38375
652.25,38375
652.5,38375
652.75,38375
653,38375
653.25,38375
653.5,38375
653.75,38375
654,38375
654.25,38375
654.5,38375
654.75,38375
655,38375
655.25,38375
655.5,38375
655.75,38375
656,38375
656.25,38375
656.5,38375
656.75,38375
657,38375
657.25,38375
657.5,38375
657.75,38375
658,38375
658.25,38375
658.5,38375
658.75,38375
659,38375
659.25,38375
659.5,38375
659.75,38375
660,38375
660.25,38375
660.5,38375
660.75,38375
661,38375
661.25,38375
661.5,38375
661.75,38375
662,38375
662.25,38375
662.5,38375
662.75,38375
663,38375
663.25,38375
663.5,38375
663.75,38375
664,38375
664.25,38375
664.5,38375
664.75,38375
665,38375
665.25,38375
665.5,38375
665.75,38375
666,38375
666.25,38375
666.5,38375
666.75,38375
667,38375
667.25,38375
667.5,38375
667.75,38375
668,38375
668.25,38375
668.5,38375
668.75,38375
669,38375
669.25,38375
669.5,38375
669.75,38375
670,38375
670.25,38375
670.5,38375
670.75,38375
671,38375
671.25,38375
671.5,38375
671.75,38375
672,38375
672.25,38375
672.5,38375
672.75,38375
673,38375
673.25,38375
673.5,38375
673.75,38375
674,38375
674.25,38375
674.5,38375
674.75,38375
675,38375
675.25,38375
675.5,38375
675.75,38375
676,38375
676.25,38375
676.5,38375
676.75,38375
677,38375
677.25,38375
677.5,38375
677.75,38375
678,38375
678.25,38375
678.5,38375
678.75,38375
679,38375
679.25,38375
679.5,38375
679.75,38375
680,38375
680.25,38375
680.5,38375
680.75,38375
681,38375
681.25,38375
681.5,38375
681.75,38375
682,38375
682.25,38375
682.5,38375
682.75,38375
683,38375
683.25,38375
683.5,38375
683.75,38375
684,38375
684.25,38375
684.5,38375
684.75,38375
685,38375
685.25,38375
685.5,38375
685.75,38375
686,38375
686.25,38375
686.5,38375
686.75,38375
687,38375
687.25,38375
687.5,38375
687.75,38375
688,38375
688.25,38375
688.5,38375
688.75,38375
689,38375
689.25,38375
689.5,38375
689.75,38375
690,38375
690.25,38375
690.5,38375
690.75,38375
691,38375
691.25,38375
691.5,38375
691.75,38375
692,38375
692.25,38375
692.5,38375
692.75,38375
693,38375
693.25,38375
693.5,38375
693.75,38375
694,38375
694.25,38375
694.5,38375
694.75,38375
695,38375
695.25,38375
695.5,38375
695.75,38375
696,38375
696.25,38375
696.5,38375
696.75,38375
697,38375
697.25,38375
697.5,38375
697.75,38375
698,38375
698.25,38375
698.5,38375
698.75,38375
699,38375
699.25,38375
699.5,38375
699.75,38375
