Time,num_recovered
540,924119
540.25,924119
540.5,924119
540.75,924119
541,924119
541.25,924119
541.5,924119
541.75,924119
542,924119
542.25,924119
542.5,924119
542.75,924119
543,924119
543.25,924119
543.5,924119
543.75,924119
544,924119
544.25,924119
544.5,924119
544.75,924119
545,924119
545.25,924119
545.5,924119
545.75,924119
546,924119
546.25,924119
546.5,924119
546.75,924119
547,924119
547.25,924119
547.5,924119
547.75,924119
548,924119
548.25,924119
548.5,924119
548.75,924119
549,924119
549.25,924119
549.5,924119
549.75,924119
550,924119
550.25,924119
550.5,924119
550.75,924119
551,924119
551.25,924119
551.5,924119
551.75,924119
552,924119
552.25,924119
552.5,924119
552.75,924119
553,924119
553.25,924119
553.5,924119
553.75,924119
554,924119
554.25,924119
554.5,924119
554.75,924119
555,924119
555.25,924119
555.5,924119
555.75,924119
556,924119
556.25,924119
556.5,924119
556.75,924119
557,924119
557.25,924119
557.5,924119
557.75,924119
558,924119
558.25,924119
558.5,924119
558.75,924119
559,924119
559.25,924119
559.5,924119
559.75,924119
560,924119
560.25,924119
560.5,924119
560.75,924119
561,924119
561.25,924119
561.5,924119
561.75,924119
562,924119
562.25,924119
562.5,924119
562.75,924119
563,924119
563.25,924119
563.5,924119
563.75,924119
564,924119
564.25,924119
564.5,924119
564.75,924119
565,924119
565.25,924119
565.5,924119
565.75,924119
566,924119
566.25,924119
566.5,924119
566.75,924119
567,924119
567.25,924119
567.5,924119
567.75,924119
568,924119
568.25,924119
568.5,924119
568.75,924119
569,924119
569.25,924119
569.5,924119
569.75,924119
570,924119
570.25,924119
570.5,924119
570.75,924119
571,924119
571.25,924119
571.5,924119
571.75,924119
572,924119
572.25,924119
572.5,924119
572.75,924119
573,924119
573.25,924119
573.5,924119
573.75,924119
574,924119
574.25,924119
574.5,924119
574.75,924119
575,924119
575.25,924119
575.5,924119
575.75,924119
576,924119
576.25,924119
576.5,924119
576.75,924119
577,924119
577.25,924119
577.5,924119
577.75,924119
578,924119
578.25,924119
578.5,924119
578.75,924119
579,924119
579.25,924119
579.5,924119
579.75,924119
580,924119
580.25,924119
580.5,924119
580.75,924119
581,924119
581.25,924119
581.5,924119
581.75,924119
582,924119
582.25,924119
582.5,924119
582.75,924119
583,924119
583.25,924119
583.5,924119
583.75,924119
584,924119
584.25,924119
584.5,924119
584.75,924119
585,924119
585.25,924119
585.5,924119
585.75,924119
586,924119
586.25,924119
586.5,924119
586.75,924119
587,924119
587.25,924119
587.5,924119
587.75,924119
588,924119
588.25,924119
588.5,924119
588.75,924119
589,924119
589.25,924119
589.5,924119
589.75,924119
590,924119
590.25,924119
590.5,924119
590.75,924119
591,924119
591.25,924119
591.5,924119
591.75,924119
592,924119
592.25,924119
592.5,924119
592.75,924119
593,924119
593.25,924119
593.5,924119
593.75,924119
594,924119
594.25,924119
594.5,924119
594.75,924119
595,924119
595.25,924119
595.5,924119
595.75,924119
596,924119
596.25,924119
596.5,924119
596.75,924119
597,924119
597.25,924119
597.5,924119
597.75,924119
598,924119
598.25,924119
598.5,924119
598.75,924119
599,924119
599.25,924119
599.5,924119
599.75,924119
600,924119
600.25,924119
600.5,924119
600.75,924119
601,924119
601.25,924119
601.5,924119
601.75,924119
602,924119
602.25,924119
602.5,924119
602.75,924119
603,924119
603.25,924119
603.5,924119
603.75,924119
604,924119
604.25,924119
604.5,924119
604.75,924119
605,924119
605.25,924119
605.5,924119
605.75,924119
606,924119
606.25,924119
606.5,924119
606.75,924119
607,924119
607.25,924119
607.5,924119
607.75,924119
608,924119
608.25,924119
608.5,924119
608.75,924119
609,924119
609.25,924119
609.5,924119
609.75,924119
610,924119
610.25,924119
610.5,924119
610.75,924119
611,924119
611.25,924119
611.5,924119
611.75,924119
612,924119
612.25,924119
612.5,924119
612.75,924119
613,924119
613.25,924119
613.5,924119
613.75,924119
614,924119
614.25,924119
614.5,924119
614.75,924119
615,924119
615.25,924119
615.5,924119
615.75,924119
616,924119
616.25,924119
616.5,924119
616.75,924119
617,924119
617.25,924119
617.5,924119
617.75,924119
618,924119
618.25,924119
618.5,924119
618.75,924119
619,924119
619.25,924119
619.5,924119
619.75,924119
620,924119
620.25,924119
620.5,924119
620.75,924119
621,924119
621.25,924119
621.5,924119
621.75,924119
622,924119
622.25,924119
622.5,924119
622.75,924119
623,924119
623.25,924119
623.5,924119
623.75,924119
624,924119
624.25,924119
624.5,924119
624.75,924119
625,924119
625.25,924119
625.5,924119
625.75,924119
626,924119
626.25,924119
626.5,924119
626.75,924119
627,924119
627.25,924119
627.5,924119
627.75,924119
628,924119
628.25,924119
628.5,924119
628.75,924119
629,924119
629.25,924119
629.5,924119
629.75,924119
630,924119
630.25,924119
630.5,924119
630.75,924119
631,924119
631.25,924119
631.5,924119
631.75,924119
632,924119
632.25,924119
632.5,924119
632.75,924119
633,924119
633.25,924119
633.5,924119
633.75,924119
634,924119
634.25,924119
634.5,924119
634.75,924119
635,924119
635.25,924119
635.5,924119
635.75,924119
636,924119
636.25,924119
636.5,924119
636.75,924119
637,924119
637.25,924119
637.5,924119
637.75,924119
638,924119
638.25,924119
638.5,924119
638.75,924119
639,924119
639.25,924119
639.5,924119
639.75,924119
640,924119
640.25,924119
640.5,924119
640.75,924119
641,924119
641.25,924119
641.5,924119
641.75,924119
642,924119
642.25,924119
642.5,924119
642.75,924119
643,924119
643.25,924119
643.5,924119
643.75,924119
644,924119
644.25,924119
644.5,924119
644.75,924119
645,924119
645.25,924119
645.5,924119
645.75,924119
646,924119
646.25,924119
646.5,924119
646.75,924119
647,924119
647.25,924119
647.5,924119
647.75,924119
648,924119
648.25,924119
648.5,924119
648.75,924119
649,924119
649.25,924119
649.5,924119
649.75,924119
650,924119
650.25,924119
650.5,924119
650.75,924119
651,924119
651.25,924119
651.5,924119
651.75,924119
652,924119
652.25,924119
652.5,924119
652.75,924119
653,924119
653.25,924119
653.5,924119
653.75,924119
654,924119
654.25,924119
654.5,924119
654.75,924119
655,924119
655.25,924119
655.5,924119
655.75,924119
656,924119
656.25,924119
656.5,924119
656.75,924119
657,924119
657.25,924119
657.5,924119
657.75,924119
658,924119
658.25,924119
658.5,924119
658.75,924119
659,924119
659.25,924119
659.5,924119
659.75,924119
660,924119
660.25,924119
660.5,924119
660.75,924119
661,924119
661.25,924119
661.5,924119
661.75,924119
662,924119
662.25,924119
662.5,924119
662.75,924119
663,924119
663.25,924119
663.5,924119
663.75,924119
664,924119
664.25,924119
664.5,924119
664.75,924119
665,924119
665.25,924119
665.5,924119
665.75,924119
666,924119
666.25,924119
666.5,924119
666.75,924119
667,924119
667.25,924119
667.5,924119
667.75,924119
668,924119
668.25,924119
668.5,924119
668.75,924119
669,924119
669.25,924119
669.5,924119
669.75,924119
670,924119
670.25,924119
670.5,924119
670.75,924119
671,924119
671.25,924119
671.5,924119
671.75,924119
672,924119
672.25,924119
672.5,924119
672.75,924119
673,924119
673.25,924119
673.5,924119
673.75,924119
674,924119
674.25,924119
674.5,924119
674.75,924119
675,924119
675.25,924119
675.5,924119
675.75,924119
676,924119
676.25,924119
676.5,924119
676.75,924119
677,924119
677.25,924119
677.5,924119
677.75,924119
678,924119
678.25,924119
678.5,924119
678.75,924119
679,924119
679.25,924119
679.5,924119
679.75,924119
680,924119
680.25,924119
680.5,924119
680.75,924119
681,924119
681.25,924119
681.5,924119
681.75,924119
682,924119
682.25,924119
682.5,924119
682.75,924119
683,924119
683.25,924119
683.5,924119
683.75,924119
684,924119
684.25,924119
684.5,924119
684.75,924119
685,924119
685.25,924119
685.5,924119
685.75,924119
686,924119
686.25,924119
686.5,924119
686.75,924119
687,924119
687.25,924119
687.5,924119
687.75,924119
688,924119
688.25,924119
688.5,924119
688.75,924119
689,924119
689.25,924119
689.5,924119
689.75,924119
690,924119
690.25,924119
690.5,924119
690.75,924119
691,924119
691.25,924119
691.5,924119
691.75,924119
692,924119
692.25,924119
692.5,924119
692.75,924119
693,924119
693.25,924119
693.5,924119
693.75,924119
694,924119
694.25,924119
694.5,924119
694.75,924119
695,924119
695.25,924119
695.5,924119
695.75,924119
696,924119
696.25,924119
696.5,924119
696.75,924119
697,924119
697.25,924119
697.5,924119
697.75,924119
698,924119
698.25,924119
698.5,924119
698.75,924119
699,924119
699.25,924119
699.5,924119
699.75,924119
