Time,num_recovered
82.5,920265
82.75,920404
83,920557
83.25,920700
83.5,920827
83.75,920956
84,921088
84.25,921219
84.5,921348
84.75,921464
85,921589
85.25,921679
85.5,921770
85.75,921872
86,921959
86.25,922035
86.5,922113
86.75,922186
87,922260
87.25,922326
87.5,922384
87.75,922456
88,922515
88.25,922574
88.5,922642
88.75,922692
89,922747
89.25,922801
89.5,922851
89.75,922907
90,922952
90.25,923006
90.5,923054
90.75,923088
91,923131
91.25,923165
91.5,923203
91.75,923240
92,923275
92.25,923315
92.5,923343
92.75,923372
93,923403
93.25,923426
93.5,923451
93.75,923482
94,923503
94.25,923524
94.5,923551
94.75,923569
95,923587
95.25,923602
95.5,923621
95.75,923641
96,923660
96.25,923676
96.5,923695
96.75,923711
97,923727
97.25,923740
97.5,923753
97.75,923765
98,923780
98.25,923801
98.5,923814
98.75,923822
99,923837
99.25,923849
99.5,923857
99.75,923866
100,923873
100.25,923885
100.5,923894
100.75,923899
101,923906
101.25,923915
101.5,923924
101.75,923931
102,923936
102.25,923942
102.5,923951
102.75,923961
103,923968
103.25,923977
103.5,923979
103.75,923985
104,923990
104.25,923994
104.5,923998
104.75,924006
105,924007
105.25,924015
105.5,924018
105.75,924019
106,924025
106.25,924030
106.5,924033
106.75,924037
107,924037
107.25,924039
107.5,924043
107.75,924045
108,924046
108.25,924048
108.5,924051
108.75,924054
109,924057
109.25,924058
109.5,924061
109.75,924063
110,924063
110.25,924066
110.5,924066
110.75,924067
111,924068
111.25,924070
111.5,924072
111.75,924074
112,924074
112.25,924076
112.5,924080
112.75,924080
113,924082
113.25,924082
113.5,924082
113.75,924082
114,924082
114.25,924084
114.5,924085
114.75,924087
115,924088
115.25,924091
115.5,924092
115.75,924092
116,924093
116.25,924094
116.5,924094
116.75,924095
117,924096
117.25,924096
117.5,924098
117.75,924099
118,924102
118.25,924104
118.5,924104
118.75,924104
119,924104
119.25,924104
119.5,924104
119.75,924104
120,924105
120.25,924105
120.5,924106
120.75,924106
121,924106
121.25,924108
121.5,924108
121.75,924108
122,924108
122.25,924108
122.5,924108
122.75,924108
123,924109
123.25,924109
123.5,924109
123.75,924109
124,924110
124.25,924111
124.5,924111
124.75,924111
125,924111
125.25,924112
125.5,924112
125.75,924113
126,924113
126.25,924113
126.5,924113
126.75,924113
127,924114
127.25,924114
127.5,924114
127.75,924115
128,924115
128.25,924115
128.5,924115
128.75,924115
129,924115
129.25,924115
129.5,924115
129.75,924115
130,924115
130.25,924115
130.5,924115
130.75,924116
131,924116
131.25,924117
131.5,924117
131.75,924117
132,924117
132.25,924117
132.5,924117
132.75,924117
133,924117
133.25,924117
133.5,924118
133.75,924119
134,924119
134.25,924119
134.5,924119
134.75,924119
135,924119
135.25,924119
135.5,924119
135.75,924119
136,924119
136.25,924119
136.5,924119
136.75,924119
137,924119
137.25,924119
137.5,924119
137.75,924119
138,924119
138.25,924119
138.5,924119
138.75,924119
139,924119
139.25,924119
139.5,924119
139.75,924119
140,924119
140.25,924119
140.5,924119
140.75,924119
141,924119
141.25,924119
141.5,924119
141.75,924119
142,924119
142.25,924119
142.5,924119
142.75,924119
143,924119
143.25,924119
143.5,924119
143.75,924119
144,924119
144.25,924119
144.5,924119
144.75,924119
145,924119
145.25,924119
145.5,924119
145.75,924119
146,924119
146.25,924119
146.5,924119
146.75,924119
147,924119
147.25,924119
147.5,924119
147.75,924119
148,924119
148.25,924119
148.5,924119
148.75,924119
149,924119
149.25,924119
149.5,924119
149.75,924119
150,924119
150.25,924119
150.5,924119
150.75,924119
151,924119
151.25,924119
151.5,924119
151.75,924119
152,924119
152.25,924119
152.5,924119
152.75,924119
153,924119
153.25,924119
153.5,924119
153.75,924119
154,924119
154.25,924119
154.5,924119
154.75,924119
155,924119
155.25,924119
155.5,924119
155.75,924119
156,924119
156.25,924119
156.5,924119
156.75,924119
157,924119
157.25,924119
157.5,924119
157.75,924119
158,924119
158.25,924119
158.5,924119
158.75,924119
159,924119
159.25,924119
159.5,924119
159.75,924119
160,924119
160.25,924119
160.5,924119
160.75,924119
161,924119
161.25,924119
161.5,924119
161.75,924119
162,924119
162.25,924119
162.5,924119
162.75,924119
163,924119
163.25,924119
163.5,924119
163.75,924119
164,924119
164.25,924119
164.5,924119
164.75,924119
165,924119
165.25,924119
165.5,924119
165.75,924119
166,924119
166.25,924119
166.5,924119
166.75,924119
167,924119
167.25,924119
167.5,924119
167.75,924119
168,924119
168.25,924119
168.5,924119
168.75,924119
169,924119
169.25,924119
169.5,924119
169.75,924119
170,924119
170.25,924119
170.5,924119
170.75,924119
171,924119
171.25,924119
171.5,924119
171.75,924119
172,924119
172.25,924119
172.5,924119
172.75,924119
173,924119
173.25,924119
173.5,924119
173.75,924119
174,924119
174.25,924119
174.5,924119
174.75,924119
175,924119
175.25,924119
175.5,924119
175.75,924119
176,924119
176.25,924119
176.5,924119
176.75,924119
177,924119
177.25,924119
177.5,924119
177.75,924119
178,924119
178.25,924119
178.5,924119
178.75,924119
179,924119
179.25,924119
179.5,924119
179.75,924119
180,924119
180.25,924119
180.5,924119
180.75,924119
181,924119
181.25,924119
181.5,924119
181.75,924119
182,924119
182.25,924119
182.5,924119
182.75,924119
183,924119
183.25,924119
183.5,924119
183.75,924119
184,924119
184.25,924119
184.5,924119
184.75,924119
185,924119
185.25,924119
185.5,924119
185.75,924119
186,924119
186.25,924119
186.5,924119
186.75,924119
187,924119
187.25,924119
187.5,924119
187.75,924119
188,924119
188.25,924119
188.5,924119
188.75,924119
189,924119
189.25,924119
189.5,924119
189.75,924119
190,924119
190.25,924119
190.5,924119
190.75,924119
191,924119
191.25,924119
191.5,924119
191.75,924119
192,924119
192.25,924119
192.5,924119
192.75,924119
193,924119
193.25,924119
193.5,924119
193.75,924119
194,924119
194.25,924119
194.5,924119
194.75,924119
195,924119
195.25,924119
195.5,924119
195.75,924119
196,924119
196.25,924119
196.5,924119
196.75,924119
197,924119
197.25,924119
197.5,924119
197.75,924119
198,924119
198.25,924119
198.5,924119
198.75,924119
199,924119
199.25,924119
199.5,924119
199.75,924119
200,924119
200.25,924119
200.5,924119
200.75,924119
201,924119
201.25,924119
201.5,924119
201.75,924119
202,924119
202.25,924119
202.5,924119
202.75,924119
203,924119
203.25,924119
203.5,924119
203.75,924119
204,924119
204.25,924119
204.5,924119
204.75,924119
205,924119
205.25,924119
205.5,924119
205.75,924119
206,924119
206.25,924119
206.5,924119
206.75,924119
207,924119
207.25,924119
207.5,924119
207.75,924119
208,924119
208.25,924119
208.5,924119
208.75,924119
209,924119
209.25,924119
209.5,924119
209.75,924119
210,924119
210.25,924119
210.5,924119
210.75,924119
211,924119
211.25,924119
211.5,924119
211.75,924119
212,924119
212.25,924119
212.5,924119
212.75,924119
213,924119
213.25,924119
213.5,924119
213.75,924119
214,924119
214.25,924119
214.5,924119
214.75,924119
215,924119
215.25,924119
215.5,924119
215.75,924119
216,924119
216.25,924119
216.5,924119
216.75,924119
217,924119
217.25,924119
217.5,924119
217.75,924119
218,924119
218.25,924119
218.5,924119
218.75,924119
219,924119
219.25,924119
219.5,924119
219.75,924119
220,924119
220.25,924119
220.5,924119
220.75,924119
221,924119
221.25,924119
221.5,924119
221.75,924119
222,924119
222.25,924119
222.5,924119
222.75,924119
223,924119
223.25,924119
223.5,924119
223.75,924119
224,924119
224.25,924119
224.5,924119
224.75,924119
225,924119
225.25,924119
225.5,924119
225.75,924119
226,924119
226.25,924119
226.5,924119
226.75,924119
227,924119
227.25,924119
227.5,924119
227.75,924119
228,924119
228.25,924119
228.5,924119
228.75,924119
229,924119
229.25,924119
229.5,924119
229.75,924119
230,924119
230.25,924119
230.5,924119
230.75,924119
231,924119
231.25,924119
231.5,924119
231.75,924119
232,924119
232.25,924119
232.5,924119
232.75,924119
233,924119
233.25,924119
233.5,924119
233.75,924119
234,924119
234.25,924119
234.5,924119
234.75,924119
235,924119
235.25,924119
235.5,924119
235.75,924119
236,924119
236.25,924119
236.5,924119
236.75,924119
237,924119
237.25,924119
237.5,924119
237.75,924119
238,924119
238.25,924119
238.5,924119
238.75,924119
239,924119
239.25,924119
239.5,924119
239.75,924119
240,924119
240.25,924119
240.5,924119
240.75,924119
241,924119
241.25,924119
241.5,924119
241.75,924119
242,924119
242.25,924119
242.5,924119
242.75,924119
243,924119
243.25,924119
243.5,924119
243.75,924119
244,924119
244.25,924119
244.5,924119
244.75,924119
245,924119
245.25,924119
245.5,924119
245.75,924119
246,924119
246.25,924119
246.5,924119
246.75,924119
247,924119
247.25,924119
247.5,924119
247.75,924119
248,924119
248.25,924119
248.5,924119
248.75,924119
249,924119
249.25,924119
249.5,924119
249.75,924119
250,924119
250.25,924119
250.5,924119
250.75,924119
251,924119
251.25,924119
251.5,924119
251.75,924119
252,924119
252.25,924119
252.5,924119
252.75,924119
253,924119
253.25,924119
253.5,924119
253.75,924119
254,924119
254.25,924119
254.5,924119
254.75,924119
255,924119
255.25,924119
255.5,924119
255.75,924119
256,924119
256.25,924119
256.5,924119
256.75,924119
257,924119
257.25,924119
257.5,924119
257.75,924119
258,924119
258.25,924119
258.5,924119
258.75,924119
259,924119
259.25,924119
259.5,924119
259.75,924119
260,924119
260.25,924119
260.5,924119
260.75,924119
261,924119
261.25,924119
261.5,924119
261.75,924119
262,924119
262.25,924119
262.5,924119
262.75,924119
263,924119
263.25,924119
263.5,924119
263.75,924119
264,924119
264.25,924119
264.5,924119
264.75,924119
265,924119
265.25,924119
265.5,924119
265.75,924119
266,924119
266.25,924119
266.5,924119
266.75,924119
267,924119
267.25,924119
267.5,924119
267.75,924119
268,924119
268.25,924119
268.5,924119
268.75,924119
269,924119
269.25,924119
269.5,924119
269.75,924119
270,924119
270.25,924119
270.5,924119
270.75,924119
271,924119
271.25,924119
271.5,924119
271.75,924119
272,924119
272.25,924119
272.5,924119
272.75,924119
273,924119
273.25,924119
273.5,924119
273.75,924119
274,924119
274.25,924119
274.5,924119
274.75,924119
275,924119
275.25,924119
275.5,924119
275.75,924119
276,924119
276.25,924119
276.5,924119
276.75,924119
277,924119
277.25,924119
277.5,924119
277.75,924119
278,924119
278.25,924119
278.5,924119
278.75,924119
279,924119
279.25,924119
279.5,924119
279.75,924119
280,924119
280.25,924119
280.5,924119
280.75,924119
281,924119
281.25,924119
281.5,924119
281.75,924119
282,924119
282.25,924119
282.5,924119
282.75,924119
283,924119
283.25,924119
283.5,924119
283.75,924119
284,924119
284.25,924119
284.5,924119
284.75,924119
285,924119
285.25,924119
285.5,924119
285.75,924119
286,924119
286.25,924119
286.5,924119
286.75,924119
287,924119
287.25,924119
287.5,924119
287.75,924119
288,924119
288.25,924119
288.5,924119
288.75,924119
289,924119
289.25,924119
289.5,924119
289.75,924119
290,924119
290.25,924119
290.5,924119
290.75,924119
291,924119
291.25,924119
291.5,924119
291.75,924119
292,924119
292.25,924119
292.5,924119
292.75,924119
293,924119
293.25,924119
293.5,924119
293.75,924119
294,924119
294.25,924119
294.5,924119
294.75,924119
295,924119
295.25,924119
295.5,924119
295.75,924119
296,924119
296.25,924119
296.5,924119
296.75,924119
297,924119
297.25,924119
297.5,924119
297.75,924119
298,924119
298.25,924119
298.5,924119
298.75,924119
299,924119
299.25,924119
299.5,924119
299.75,924119
300,924119
300.25,924119
300.5,924119
300.75,924119
301,924119
301.25,924119
301.5,924119
301.75,924119
302,924119
302.25,924119
302.5,924119
302.75,924119
303,924119
303.25,924119
303.5,924119
303.75,924119
304,924119
304.25,924119
304.5,924119
304.75,924119
305,924119
305.25,924119
305.5,924119
305.75,924119
306,924119
306.25,924119
306.5,924119
306.75,924119
307,924119
307.25,924119
307.5,924119
307.75,924119
308,924119
308.25,924119
308.5,924119
308.75,924119
309,924119
309.25,924119
309.5,924119
309.75,924119
310,924119
310.25,924119
310.5,924119
310.75,924119
311,924119
311.25,924119
311.5,924119
311.75,924119
312,924119
312.25,924119
312.5,924119
312.75,924119
313,924119
313.25,924119
313.5,924119
313.75,924119
314,924119
314.25,924119
314.5,924119
314.75,924119
315,924119
315.25,924119
315.5,924119
315.75,924119
316,924119
316.25,924119
316.5,924119
316.75,924119
317,924119
317.25,924119
317.5,924119
317.75,924119
318,924119
318.25,924119
318.5,924119
318.75,924119
319,924119
319.25,924119
319.5,924119
319.75,924119
320,924119
320.25,924119
320.5,924119
320.75,924119
321,924119
321.25,924119
321.5,924119
321.75,924119
322,924119
322.25,924119
322.5,924119
322.75,924119
323,924119
323.25,924119
323.5,924119
323.75,924119
324,924119
324.25,924119
324.5,924119
324.75,924119
325,924119
325.25,924119
325.5,924119
325.75,924119
326,924119
326.25,924119
326.5,924119
326.75,924119
327,924119
327.25,924119
327.5,924119
327.75,924119
328,924119
328.25,924119
328.5,924119
328.75,924119
329,924119
329.25,924119
329.5,924119
329.75,924119
330,924119
330.25,924119
330.5,924119
330.75,924119
331,924119
331.25,924119
331.5,924119
331.75,924119
332,924119
332.25,924119
332.5,924119
332.75,924119
333,924119
333.25,924119
333.5,924119
333.75,924119
334,924119
334.25,924119
334.5,924119
334.75,924119
335,924119
335.25,924119
335.5,924119
335.75,924119
336,924119
336.25,924119
336.5,924119
336.75,924119
337,924119
337.25,924119
337.5,924119
337.75,924119
338,924119
338.25,924119
338.5,924119
338.75,924119
339,924119
339.25,924119
339.5,924119
339.75,924119
340,924119
340.25,924119
340.5,924119
340.75,924119
341,924119
341.25,924119
341.5,924119
341.75,924119
342,924119
342.25,924119
342.5,924119
342.75,924119
343,924119
343.25,924119
343.5,924119
343.75,924119
344,924119
344.25,924119
344.5,924119
344.75,924119
345,924119
345.25,924119
345.5,924119
345.75,924119
346,924119
346.25,924119
346.5,924119
346.75,924119
347,924119
347.25,924119
347.5,924119
347.75,924119
348,924119
348.25,924119
348.5,924119
348.75,924119
349,924119
349.25,924119
349.5,924119
349.75,924119
350,924119
350.25,924119
350.5,924119
350.75,924119
351,924119
351.25,924119
351.5,924119
351.75,924119
352,924119
352.25,924119
352.5,924119
352.75,924119
353,924119
353.25,924119
353.5,924119
353.75,924119
354,924119
354.25,924119
354.5,924119
354.75,924119
355,924119
355.25,924119
355.5,924119
355.75,924119
356,924119
356.25,924119
356.5,924119
356.75,924119
357,924119
357.25,924119
357.5,924119
357.75,924119
358,924119
358.25,924119
358.5,924119
358.75,924119
359,924119
359.25,924119
359.5,924119
359.75,924119
360,924119
360.25,924119
360.5,924119
360.75,924119
361,924119
361.25,924119
361.5,924119
361.75,924119
362,924119
362.25,924119
362.5,924119
362.75,924119
363,924119
363.25,924119
363.5,924119
363.75,924119
364,924119
364.25,924119
364.5,924119
364.75,924119
365,924119
365.25,924119
365.5,924119
365.75,924119
366,924119
366.25,924119
366.5,924119
366.75,924119
367,924119
367.25,924119
367.5,924119
367.75,924119
368,924119
368.25,924119
368.5,924119
368.75,924119
369,924119
369.25,924119
369.5,924119
369.75,924119
370,924119
370.25,924119
370.5,924119
370.75,924119
371,924119
371.25,924119
371.5,924119
371.75,924119
372,924119
372.25,924119
372.5,924119
372.75,924119
373,924119
373.25,924119
373.5,924119
373.75,924119
374,924119
374.25,924119
374.5,924119
374.75,924119
375,924119
375.25,924119
375.5,924119
375.75,924119
376,924119
376.25,924119
376.5,924119
376.75,924119
377,924119
377.25,924119
377.5,924119
377.75,924119
378,924119
378.25,924119
378.5,924119
378.75,924119
379,924119
379.25,924119
379.5,924119
379.75,924119
380,924119
380.25,924119
380.5,924119
380.75,924119
381,924119
381.25,924119
381.5,924119
381.75,924119
382,924119
382.25,924119
382.5,924119
382.75,924119
383,924119
383.25,924119
383.5,924119
383.75,924119
384,924119
384.25,924119
384.5,924119
384.75,924119
385,924119
385.25,924119
385.5,924119
385.75,924119
386,924119
386.25,924119
386.5,924119
386.75,924119
387,924119
387.25,924119
387.5,924119
387.75,924119
388,924119
388.25,924119
388.5,924119
388.75,924119
389,924119
389.25,924119
389.5,924119
389.75,924119
390,924119
390.25,924119
390.5,924119
390.75,924119
391,924119
391.25,924119
391.5,924119
391.75,924119
392,924119
392.25,924119
392.5,924119
392.75,924119
393,924119
393.25,924119
393.5,924119
393.75,924119
394,924119
394.25,924119
394.5,924119
394.75,924119
395,924119
395.25,924119
395.5,924119
395.75,924119
396,924119
396.25,924119
396.5,924119
396.75,924119
397,924119
397.25,924119
397.5,924119
397.75,924119
398,924119
398.25,924119
398.5,924119
398.75,924119
399,924119
399.25,924119
399.5,924119
399.75,924119
400,924119
400.25,924119
400.5,924119
400.75,924119
401,924119
401.25,924119
401.5,924119
401.75,924119
402,924119
402.25,924119
402.5,924119
402.75,924119
403,924119
403.25,924119
403.5,924119
403.75,924119
404,924119
404.25,924119
404.5,924119
404.75,924119
405,924119
405.25,924119
405.5,924119
405.75,924119
406,924119
406.25,924119
406.5,924119
406.75,924119
407,924119
407.25,924119
407.5,924119
407.75,924119
408,924119
408.25,924119
408.5,924119
408.75,924119
409,924119
409.25,924119
409.5,924119
409.75,924119
410,924119
410.25,924119
410.5,924119
410.75,924119
411,924119
411.25,924119
411.5,924119
411.75,924119
412,924119
412.25,924119
412.5,924119
412.75,924119
413,924119
413.25,924119
413.5,924119
413.75,924119
414,924119
414.25,924119
414.5,924119
414.75,924119
415,924119
415.25,924119
415.5,924119
415.75,924119
416,924119
416.25,924119
416.5,924119
416.75,924119
417,924119
417.25,924119
417.5,924119
417.75,924119
418,924119
418.25,924119
418.5,924119
418.75,924119
419,924119
419.25,924119
419.5,924119
419.75,924119
420,924119
420.25,924119
420.5,924119
420.75,924119
421,924119
421.25,924119
421.5,924119
421.75,924119
422,924119
422.25,924119
422.5,924119
422.75,924119
423,924119
423.25,924119
423.5,924119
423.75,924119
424,924119
424.25,924119
424.5,924119
424.75,924119
425,924119
425.25,924119
425.5,924119
425.75,924119
426,924119
426.25,924119
426.5,924119
426.75,924119
427,924119
427.25,924119
427.5,924119
427.75,924119
428,924119
428.25,924119
428.5,924119
428.75,924119
429,924119
429.25,924119
429.5,924119
429.75,924119
430,924119
430.25,924119
430.5,924119
430.75,924119
431,924119
431.25,924119
431.5,924119
431.75,924119
432,924119
432.25,924119
432.5,924119
432.75,924119
433,924119
433.25,924119
433.5,924119
433.75,924119
434,924119
434.25,924119
434.5,924119
434.75,924119
435,924119
435.25,924119
435.5,924119
435.75,924119
436,924119
436.25,924119
436.5,924119
436.75,924119
437,924119
437.25,924119
437.5,924119
437.75,924119
438,924119
438.25,924119
438.5,924119
438.75,924119
439,924119
439.25,924119
439.5,924119
439.75,924119
440,924119
440.25,924119
440.5,924119
440.75,924119
441,924119
441.25,924119
441.5,924119
441.75,924119
442,924119
442.25,924119
442.5,924119
442.75,924119
443,924119
443.25,924119
443.5,924119
443.75,924119
444,924119
444.25,924119
444.5,924119
444.75,924119
445,924119
445.25,924119
445.5,924119
445.75,924119
446,924119
446.25,924119
446.5,924119
446.75,924119
447,924119
447.25,924119
447.5,924119
447.75,924119
448,924119
448.25,924119
448.5,924119
448.75,924119
449,924119
449.25,924119
449.5,924119
449.75,924119
450,924119
450.25,924119
450.5,924119
450.75,924119
451,924119
451.25,924119
451.5,924119
451.75,924119
452,924119
452.25,924119
452.5,924119
452.75,924119
453,924119
453.25,924119
453.5,924119
453.75,924119
454,924119
454.25,924119
454.5,924119
454.75,924119
455,924119
455.25,924119
455.5,924119
455.75,924119
456,924119
456.25,924119
456.5,924119
456.75,924119
457,924119
457.25,924119
457.5,924119
457.75,924119
458,924119
458.25,924119
458.5,924119
458.75,924119
459,924119
459.25,924119
459.5,924119
459.75,924119
460,924119
460.25,924119
460.5,924119
460.75,924119
461,924119
461.25,924119
461.5,924119
461.75,924119
462,924119
462.25,924119
462.5,924119
462.75,924119
463,924119
463.25,924119
463.5,924119
463.75,924119
464,924119
464.25,924119
464.5,924119
464.75,924119
465,924119
465.25,924119
465.5,924119
465.75,924119
466,924119
466.25,924119
466.5,924119
466.75,924119
467,924119
467.25,924119
467.5,924119
467.75,924119
468,924119
468.25,924119
468.5,924119
468.75,924119
469,924119
469.25,924119
469.5,924119
469.75,924119
470,924119
470.25,924119
470.5,924119
470.75,924119
471,924119
471.25,924119
471.5,924119
471.75,924119
472,924119
472.25,924119
472.5,924119
472.75,924119
473,924119
473.25,924119
473.5,924119
473.75,924119
474,924119
474.25,924119
474.5,924119
474.75,924119
475,924119
475.25,924119
475.5,924119
475.75,924119
476,924119
476.25,924119
476.5,924119
476.75,924119
477,924119
477.25,924119
477.5,924119
477.75,924119
478,924119
478.25,924119
478.5,924119
478.75,924119
479,924119
479.25,924119
479.5,924119
479.75,924119
480,924119
480.25,924119
480.5,924119
480.75,924119
481,924119
481.25,924119
481.5,924119
481.75,924119
482,924119
482.25,924119
482.5,924119
482.75,924119
483,924119
483.25,924119
483.5,924119
483.75,924119
484,924119
484.25,924119
484.5,924119
484.75,924119
485,924119
485.25,924119
485.5,924119
485.75,924119
486,924119
486.25,924119
486.5,924119
486.75,924119
487,924119
487.25,924119
487.5,924119
487.75,924119
488,924119
488.25,924119
488.5,924119
488.75,924119
489,924119
489.25,924119
489.5,924119
489.75,924119
490,924119
490.25,924119
490.5,924119
490.75,924119
491,924119
491.25,924119
491.5,924119
491.75,924119
492,924119
492.25,924119
492.5,924119
492.75,924119
493,924119
493.25,924119
493.5,924119
493.75,924119
494,924119
494.25,924119
494.5,924119
494.75,924119
495,924119
495.25,924119
495.5,924119
495.75,924119
496,924119
496.25,924119
496.5,924119
496.75,924119
497,924119
497.25,924119
497.5,924119
497.75,924119
498,924119
498.25,924119
498.5,924119
498.75,924119
499,924119
499.25,924119
499.5,924119
499.75,924119
500,924119
500.25,924119
500.5,924119
500.75,924119
501,924119
501.25,924119
501.5,924119
501.75,924119
502,924119
502.25,924119
502.5,924119
502.75,924119
503,924119
503.25,924119
503.5,924119
503.75,924119
504,924119
504.25,924119
504.5,924119
504.75,924119
505,924119
505.25,924119
505.5,924119
505.75,924119
506,924119
506.25,924119
506.5,924119
506.75,924119
507,924119
507.25,924119
507.5,924119
507.75,924119
508,924119
508.25,924119
508.5,924119
508.75,924119
509,924119
509.25,924119
509.5,924119
509.75,924119
510,924119
510.25,924119
510.5,924119
510.75,924119
511,924119
511.25,924119
511.5,924119
511.75,924119
512,924119
512.25,924119
512.5,924119
512.75,924119
513,924119
513.25,924119
513.5,924119
513.75,924119
514,924119
514.25,924119
514.5,924119
514.75,924119
515,924119
515.25,924119
515.5,924119
515.75,924119
516,924119
516.25,924119
516.5,924119
516.75,924119
517,924119
517.25,924119
517.5,924119
517.75,924119
518,924119
518.25,924119
518.5,924119
518.75,924119
519,924119
519.25,924119
519.5,924119
519.75,924119
520,924119
520.25,924119
520.5,924119
520.75,924119
521,924119
521.25,924119
521.5,924119
521.75,924119
522,924119
522.25,924119
522.5,924119
522.75,924119
523,924119
523.25,924119
523.5,924119
523.75,924119
524,924119
524.25,924119
524.5,924119
524.75,924119
525,924119
525.25,924119
525.5,924119
525.75,924119
526,924119
526.25,924119
526.5,924119
526.75,924119
527,924119
527.25,924119
527.5,924119
527.75,924119
528,924119
528.25,924119
528.5,924119
528.75,924119
529,924119
529.25,924119
529.5,924119
529.75,924119
530,924119
530.25,924119
530.5,924119
530.75,924119
531,924119
531.25,924119
531.5,924119
531.75,924119
532,924119
532.25,924119
532.5,924119
532.75,924119
533,924119
533.25,924119
533.5,924119
533.75,924119
534,924119
534.25,924119
534.5,924119
534.75,924119
535,924119
535.25,924119
535.5,924119
535.75,924119
536,924119
536.25,924119
536.5,924119
536.75,924119
537,924119
537.25,924119
537.5,924119
537.75,924119
538,924119
538.25,924119
538.5,924119
538.75,924119
539,924119
539.25,924119
539.5,924119
539.75,924119
