Time,num_recovered
540.75,92384
541,92384
541.25,92384
541.5,92384
541.75,92384
542,92384
542.25,92384
542.5,92384
542.75,92384
543,92384
543.25,92384
543.5,92384
543.75,92384
544,92384
544.25,92384
544.5,92384
544.75,92384
545,92384
545.25,92384
545.5,92384
545.75,92384
546,92384
546.25,92384
546.5,92384
546.75,92384
547,92384
547.25,92384
547.5,92384
547.75,92384
548,92384
548.25,92384
548.5,92384
548.75,92384
549,92384
549.25,92384
549.5,92384
549.75,92384
550,92384
550.25,92384
550.5,92384
550.75,92384
551,92384
551.25,92384
551.5,92384
551.75,92384
552,92384
552.25,92384
552.5,92384
552.75,92384
553,92384
553.25,92384
553.5,92384
553.75,92384
554,92384
554.25,92384
554.5,92384
554.75,92384
555,92384
555.25,92384
555.5,92384
555.75,92384
556,92384
556.25,92384
556.5,92384
556.75,92384
557,92384
557.25,92384
557.5,92384
557.75,92384
558,92384
558.25,92384
558.5,92384
558.75,92384
559,92384
559.25,92384
559.5,92384
559.75,92384
560,92384
560.25,92384
560.5,92384
560.75,92384
561,92384
561.25,92384
561.5,92384
561.75,92384
562,92384
562.25,92384
562.5,92384
562.75,92384
563,92384
563.25,92384
563.5,92384
563.75,92384
564,92384
564.25,92384
564.5,92384
564.75,92384
565,92384
565.25,92384
565.5,92384
565.75,92384
566,92384
566.25,92384
566.5,92384
566.75,92384
567,92384
567.25,92384
567.5,92384
567.75,92384
568,92384
568.25,92384
568.5,92384
568.75,92384
569,92384
569.25,92384
569.5,92384
569.75,92384
570,92384
570.25,92384
570.5,92384
570.75,92384
571,92384
571.25,92384
571.5,92384
571.75,92384
572,92384
572.25,92384
572.5,92384
572.75,92384
573,92384
573.25,92384
573.5,92384
573.75,92384
574,92384
574.25,92384
574.5,92384
574.75,92384
575,92384
575.25,92384
575.5,92384
575.75,92384
576,92384
576.25,92384
576.5,92384
576.75,92384
577,92384
577.25,92384
577.5,92384
577.75,92384
578,92384
578.25,92384
578.5,92384
578.75,92384
579,92384
579.25,92384
579.5,92384
579.75,92384
580,92384
580.25,92384
580.5,92384
580.75,92384
581,92384
581.25,92384
581.5,92384
581.75,92384
582,92384
582.25,92384
582.5,92384
582.75,92384
583,92384
583.25,92384
583.5,92384
583.75,92384
584,92384
584.25,92384
584.5,92384
584.75,92384
585,92384
585.25,92384
585.5,92384
585.75,92384
586,92384
586.25,92384
586.5,92384
586.75,92384
587,92384
587.25,92384
587.5,92384
587.75,92384
588,92384
588.25,92384
588.5,92384
588.75,92384
589,92384
589.25,92384
589.5,92384
589.75,92384
590,92384
590.25,92384
590.5,92384
590.75,92384
591,92384
591.25,92384
591.5,92384
591.75,92384
592,92384
592.25,92384
592.5,92384
592.75,92384
593,92384
593.25,92384
593.5,92384
593.75,92384
594,92384
594.25,92384
594.5,92384
594.75,92384
595,92384
595.25,92384
595.5,92384
595.75,92384
596,92384
596.25,92384
596.5,92384
596.75,92384
597,92384
597.25,92384
597.5,92384
597.75,92384
598,92384
598.25,92384
598.5,92384
598.75,92384
599,92384
599.25,92384
599.5,92384
599.75,92384
600,92384
600.25,92384
600.5,92384
600.75,92384
601,92384
601.25,92384
601.5,92384
601.75,92384
602,92384
602.25,92384
602.5,92384
602.75,92384
603,92384
603.25,92384
603.5,92384
603.75,92384
604,92384
604.25,92384
604.5,92384
604.75,92384
605,92384
605.25,92384
605.5,92384
605.75,92384
606,92384
606.25,92384
606.5,92384
606.75,92384
607,92384
607.25,92384
607.5,92384
607.75,92384
608,92384
608.25,92384
608.5,92384
608.75,92384
609,92384
609.25,92384
609.5,92384
609.75,92384
610,92384
610.25,92384
610.5,92384
610.75,92384
611,92384
611.25,92384
611.5,92384
611.75,92384
612,92384
612.25,92384
612.5,92384
612.75,92384
613,92384
613.25,92384
613.5,92384
613.75,92384
614,92384
614.25,92384
614.5,92384
614.75,92384
615,92384
615.25,92384
615.5,92384
615.75,92384
616,92384
616.25,92384
616.5,92384
616.75,92384
617,92384
617.25,92384
617.5,92384
617.75,92384
618,92384
618.25,92384
618.5,92384
618.75,92384
619,92384
619.25,92384
619.5,92384
619.75,92384
620,92384
620.25,92384
620.5,92384
620.75,92384
621,92384
621.25,92384
621.5,92384
621.75,92384
622,92384
622.25,92384
622.5,92384
622.75,92384
623,92384
623.25,92384
623.5,92384
623.75,92384
624,92384
624.25,92384
624.5,92384
624.75,92384
625,92384
625.25,92384
625.5,92384
625.75,92384
626,92384
626.25,92384
626.5,92384
626.75,92384
627,92384
627.25,92384
627.5,92384
627.75,92384
628,92384
628.25,92384
628.5,92384
628.75,92384
629,92384
629.25,92384
629.5,92384
629.75,92384
630,92384
630.25,92384
630.5,92384
630.75,92384
631,92384
631.25,92384
631.5,92384
631.75,92384
632,92384
632.25,92384
632.5,92384
632.75,92384
633,92384
633.25,92384
633.5,92384
633.75,92384
634,92384
634.25,92384
634.5,92384
634.75,92384
635,92384
635.25,92384
635.5,92384
635.75,92384
636,92384
636.25,92384
636.5,92384
636.75,92384
637,92384
637.25,92384
637.5,92384
637.75,92384
638,92384
638.25,92384
638.5,92384
638.75,92384
639,92384
639.25,92384
639.5,92384
639.75,92384
640,92384
640.25,92384
640.5,92384
640.75,92384
641,92384
641.25,92384
641.5,92384
641.75,92384
642,92384
642.25,92384
642.5,92384
642.75,92384
643,92384
643.25,92384
643.5,92384
643.75,92384
644,92384
644.25,92384
644.5,92384
644.75,92384
645,92384
645.25,92384
645.5,92384
645.75,92384
646,92384
646.25,92384
646.5,92384
646.75,92384
647,92384
647.25,92384
647.5,92384
647.75,92384
648,92384
648.25,92384
648.5,92384
648.75,92384
649,92384
649.25,92384
649.5,92384
649.75,92384
650,92384
650.25,92384
650.5,92384
650.75,92384
651,92384
651.25,92384
651.5,92384
651.75,92384
652,92384
652.25,92384
652.5,92384
652.75,92384
653,92384
653.25,92384
653.5,92384
653.75,92384
654,92384
654.25,92384
654.5,92384
654.75,92384
655,92384
655.25,92384
655.5,92384
655.75,92384
656,92384
656.25,92384
656.5,92384
656.75,92384
657,92384
657.25,92384
657.5,92384
657.75,92384
658,92384
658.25,92384
658.5,92384
658.75,92384
659,92384
659.25,92384
659.5,92384
659.75,92384
660,92384
660.25,92384
660.5,92384
660.75,92384
661,92384
661.25,92384
661.5,92384
661.75,92384
662,92384
662.25,92384
662.5,92384
662.75,92384
663,92384
663.25,92384
663.5,92384
663.75,92384
664,92384
664.25,92384
664.5,92384
664.75,92384
665,92384
665.25,92384
665.5,92384
665.75,92384
666,92384
666.25,92384
666.5,92384
666.75,92384
667,92384
667.25,92384
667.5,92384
667.75,92384
668,92384
668.25,92384
668.5,92384
668.75,92384
669,92384
669.25,92384
669.5,92384
669.75,92384
670,92384
670.25,92384
670.5,92384
670.75,92384
671,92384
671.25,92384
671.5,92384
671.75,92384
672,92384
672.25,92384
672.5,92384
672.75,92384
673,92384
673.25,92384
673.5,92384
673.75,92384
674,92384
674.25,92384
674.5,92384
674.75,92384
675,92384
675.25,92384
675.5,92384
675.75,92384
676,92384
676.25,92384
676.5,92384
676.75,92384
677,92384
677.25,92384
677.5,92384
677.75,92384
678,92384
678.25,92384
678.5,92384
678.75,92384
679,92384
679.25,92384
679.5,92384
679.75,92384
680,92384
680.25,92384
680.5,92384
680.75,92384
681,92384
681.25,92384
681.5,92384
681.75,92384
682,92384
682.25,92384
682.5,92384
682.75,92384
683,92384
683.25,92384
683.5,92384
683.75,92384
684,92384
684.25,92384
684.5,92384
684.75,92384
685,92384
685.25,92384
685.5,92384
685.75,92384
686,92384
686.25,92384
686.5,92384
686.75,92384
687,92384
687.25,92384
687.5,92384
687.75,92384
688,92384
688.25,92384
688.5,92384
688.75,92384
689,92384
689.25,92384
689.5,92384
689.75,92384
690,92384
690.25,92384
690.5,92384
690.75,92384
691,92384
691.25,92384
691.5,92384
691.75,92384
692,92384
692.25,92384
692.5,92384
692.75,92384
693,92384
693.25,92384
693.5,92384
693.75,92384
694,92384
694.25,92384
694.5,92384
694.75,92384
695,92384
695.25,92384
695.5,92384
695.75,92384
696,92384
696.25,92384
696.5,92384
696.75,92384
697,92384
697.25,92384
697.5,92384
697.75,92384
698,92384
698.25,92384
698.5,92384
698.75,92384
699,92384
699.25,92384
699.5,92384
699.75,92384
