Time,num_cumulative_infective
621.75,92880
622,92880
622.25,92880
622.5,92880
622.75,92880
623,92880
623.25,92880
623.5,92880
623.75,92880
624,92880
624.25,92880
624.5,92880
624.75,92880
625,92880
625.25,92880
625.5,92880
625.75,92880
626,92880
626.25,92880
626.5,92880
626.75,92880
627,92880
627.25,92880
627.5,92880
627.75,92880
628,92880
628.25,92880
628.5,92880
628.75,92880
629,92880
629.25,92880
629.5,92880
629.75,92880
630,92880
630.25,92880
630.5,92880
630.75,92880
631,92880
631.25,92880
631.5,92880
631.75,92880
632,92880
632.25,92880
632.5,92880
632.75,92880
633,92880
633.25,92880
633.5,92880
633.75,92880
634,92880
634.25,92880
634.5,92880
634.75,92880
635,92880
635.25,92880
635.5,92880
635.75,92880
636,92880
636.25,92880
636.5,92880
636.75,92880
637,92880
637.25,92880
637.5,92880
637.75,92880
638,92880
638.25,92880
638.5,92880
638.75,92880
639,92880
639.25,92880
639.5,92880
639.75,92880
640,92880
640.25,92880
640.5,92880
640.75,92880
641,92880
641.25,92880
641.5,92880
641.75,92880
642,92880
642.25,92880
642.5,92880
642.75,92880
643,92880
643.25,92880
643.5,92880
643.75,92880
644,92880
644.25,92880
644.5,92880
644.75,92880
645,92880
645.25,92880
645.5,92880
645.75,92880
646,92880
646.25,92880
646.5,92880
646.75,92880
647,92880
647.25,92880
647.5,92880
647.75,92880
648,92880
648.25,92880
648.5,92880
648.75,92880
649,92880
649.25,92880
649.5,92880
649.75,92880
650,92880
650.25,92880
650.5,92880
650.75,92880
651,92880
651.25,92880
651.5,92880
651.75,92880
652,92880
652.25,92880
652.5,92880
652.75,92880
653,92880
653.25,92880
653.5,92880
653.75,92880
654,92880
654.25,92880
654.5,92880
654.75,92880
655,92880
655.25,92880
655.5,92880
655.75,92880
656,92880
656.25,92880
656.5,92880
656.75,92880
657,92880
657.25,92880
657.5,92880
657.75,92880
658,92880
658.25,92880
658.5,92880
658.75,92880
659,92880
659.25,92880
659.5,92880
659.75,92880
660,92880
660.25,92880
660.5,92880
660.75,92880
661,92880
661.25,92880
661.5,92880
661.75,92880
662,92880
662.25,92880
662.5,92880
662.75,92880
663,92880
663.25,92880
663.5,92880
663.75,92880
664,92880
664.25,92880
664.5,92880
664.75,92880
665,92880
665.25,92880
665.5,92880
665.75,92880
666,92880
666.25,92880
666.5,92880
666.75,92880
667,92880
667.25,92880
667.5,92880
667.75,92880
668,92880
668.25,92880
668.5,92880
668.75,92880
669,92880
669.25,92880
669.5,92880
669.75,92880
670,92880
670.25,92880
670.5,92880
670.75,92880
671,92880
671.25,92880
671.5,92880
671.75,92880
672,92880
672.25,92880
672.5,92880
672.75,92880
673,92880
673.25,92880
673.5,92880
673.75,92880
674,92880
674.25,92880
674.5,92880
674.75,92880
675,92880
675.25,92880
675.5,92880
675.75,92880
676,92880
676.25,92880
676.5,92880
676.75,92880
677,92880
677.25,92880
677.5,92880
677.75,92880
678,92880
678.25,92880
678.5,92880
678.75,92880
679,92880
679.25,92880
679.5,92880
679.75,92880
680,92880
680.25,92880
680.5,92880
680.75,92880
681,92880
681.25,92880
681.5,92880
681.75,92880
682,92880
682.25,92880
682.5,92880
682.75,92880
683,92880
683.25,92880
683.5,92880
683.75,92880
684,92880
684.25,92880
684.5,92880
684.75,92880
685,92880
685.25,92880
685.5,92880
685.75,92880
686,92880
686.25,92880
686.5,92880
686.75,92880
687,92880
687.25,92880
687.5,92880
687.75,92880
688,92880
688.25,92880
688.5,92880
688.75,92880
689,92880
689.25,92880
689.5,92880
689.75,92880
690,92880
690.25,92880
690.5,92880
690.75,92880
691,92880
691.25,92880
691.5,92880
691.75,92880
692,92880
692.25,92880
692.5,92880
692.75,92880
693,92880
693.25,92880
693.5,92880
693.75,92880
694,92880
694.25,92880
694.5,92880
694.75,92880
695,92880
695.25,92880
695.5,92880
695.75,92880
696,92880
696.25,92880
696.5,92880
696.75,92880
697,92880
697.25,92880
697.5,92880
697.75,92880
698,92880
698.25,92880
698.5,92880
698.75,92880
699,92880
699.25,92880
699.5,92880
699.75,92880
